VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-01-03 00:01:29,2016-01-03 00:10:45,1,1.52,-73.971771240234375,40.759838104248047,1,N,-73.987518310546875,40.748722076416016,1,8,0.5,0.5,2.79,0,0.3,12.09
2,2016-01-03 00:01:29,2016-01-03 00:05:08,1,.76,-73.941848754882813,40.829483032226563,1,N,-73.938644409179688,40.839866638183594,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2016-01-03 00:01:29,2016-01-03 00:12:56,5,2.68,-74.010520935058594,40.718410491943359,1,N,-73.991348266601563,40.745208740234375,1,10,0.5,0.5,2,0,0.3,13.3
2,2016-01-03 00:01:32,2016-01-03 00:25:32,1,2.70,-74.007087707519531,40.719131469726562,1,N,-73.987579345703125,40.749889373779297,1,16,0.5,0.5,1.5,0,0.3,18.8
1,2016-01-03 00:01:33,2016-01-03 00:14:43,1,4.30,-73.994468688964844,40.718978881835938,1,N,-73.956626892089844,40.674392700195313,1,15,0.5,0.5,3.25,0,0.3,19.55
2,2016-01-03 00:01:33,2016-01-03 00:13:25,1,6.29,-73.984992980957031,40.773891448974609,1,N,-73.936492919921875,40.847770690917969,2,19.5,0.5,0.5,0,0,0.3,20.8
2,2016-01-03 00:01:33,2016-01-03 00:05:39,1,1.22,-73.862693786621094,40.768730163574219,1,N,-73.875297546386719,40.770359039306641,1,6,0.5,0.5,0,0,0.3,7.3
2,2016-01-03 00:01:33,2016-01-03 00:15:16,5,1.49,-73.998031616210938,40.719669342041016,1,N,-73.983909606933594,40.731800079345703,1,10,0.5,0.5,2.26,0,0.3,13.56
2,2016-01-03 00:01:33,2016-01-03 00:37:20,5,11.55,-73.794479370117187,40.657150268554687,1,N,-73.887382507324219,40.654159545898438,2,36.5,0.5,0.5,0,0,0.3,37.8
1,2016-01-03 00:01:34,2016-01-03 00:15:38,1,2.90,0,0,1,N,0,0,2,12,0.5,0.5,0,0,0.3,13.3
2,2016-01-03 00:01:34,2016-01-03 00:18:12,1,2.67,-74.002845764160156,40.731151580810547,1,N,-73.973526000976563,40.748710632324219,1,12.5,0.5,0.5,1.1,0,0.3,14.9
2,2016-01-03 00:01:34,2016-01-03 00:19:14,1,4.26,-73.978584289550781,40.762580871582031,1,N,-73.963310241699219,40.798713684082031,1,17,0.5,0.5,3.66,0,0.3,21.96
1,2016-01-03 00:01:35,2016-01-03 00:09:13,1,1.30,-73.995773315429688,40.759323120117188,1,N,-73.994873046875,40.750301361083984,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2016-01-03 00:01:35,2016-01-03 00:08:48,1,1.30,-74.005050659179687,40.739955902099609,1,N,-73.989837646484375,40.729434967041016,2,7,0.5,0.5,0,0,0.3,8.3
2,2016-01-03 00:01:35,2016-01-03 00:08:11,3,1.18,-73.998970031738281,40.734600067138672,1,N,-73.983680725097656,40.725776672363281,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2016-01-03 00:01:36,2016-01-03 00:20:36,1,3.55,0,0,1,N,0,0,1,15.5,0.5,0.5,3.36,0,0.3,20.16
2,2016-01-03 00:01:37,2016-01-03 00:26:40,2,4.59,-73.973670959472656,40.784519195556641,1,N,-73.988189697265625,40.731971740722656,2,19,0.5,0.5,0,0,0.3,20.3
2,2016-01-03 00:01:37,2016-01-03 00:25:25,2,1.53,0,0,1,N,0,0,2,15,0.5,0.5,0,0,0.3,16.3
2,2016-01-03 00:01:37,2016-01-03 00:03:31,1,.20,-73.973335266113281,40.764072418212891,1,N,-73.974853515625,40.761734008789063,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2016-01-03 00:01:38,2016-01-03 00:35:31,1,10.10,-73.978492736816406,40.762176513671875,1,N,-73.961082458496094,40.667453765869141,2,33,0.5,0.5,0,0,0.3,34.3
1,2016-01-03 00:01:38,2016-01-03 00:06:22,1,.70,-73.997833251953125,40.744915008544922,1,N,-73.992012023925781,40.738502502441406,1,5.5,0.5,0.5,1.2,0,0.3,8
1,2016-01-03 00:01:38,2016-01-03 00:08:32,1,.90,-73.955589294433594,40.764049530029297,1,N,-73.967979431152344,40.762413024902344,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2016-01-03 00:01:38,2016-01-03 00:45:57,1,7.80,-73.988357543945313,40.720142364501953,1,N,-73.968849182128906,40.790580749511719,1,32.5,0.5,0.5,6.76,0,0.3,40.56
1,2016-01-03 00:01:38,2016-01-03 00:06:34,1,1.20,-73.99267578125,40.720390319824219,1,N,-74.003372192382813,40.708168029785156,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2016-01-03 00:01:39,2016-01-03 00:20:55,2,6.20,-74.014839172363281,40.714607238769531,1,N,-73.987525939941406,40.745502471923828,1,21,0.5,0.5,5.55,0,0.3,27.85
1,2016-01-03 00:01:39,2016-01-03 00:17:04,1,4.00,-73.944168090820313,40.788074493408203,1,N,-73.985527038574219,40.747257232666016,1,14.5,0.5,0.5,1,0,0.3,16.8
1,2016-01-03 00:01:39,2016-01-03 00:12:30,1,3.30,-73.978569030761719,40.729572296142578,1,N,-73.9554443359375,40.768348693847656,2,12.5,0.5,0.5,0,0,0.3,13.8
2,2016-01-03 00:01:39,2016-01-03 00:05:47,1,.71,-73.999031066894531,40.734218597412109,1,N,-73.999221801757812,40.729026794433594,2,5,0.5,0.5,0,0,0.3,6.3
1,2016-01-03 00:01:40,2016-01-03 00:16:59,1,5.70,-73.959922790527344,40.773502349853516,1,N,-73.888465881347656,40.816562652587891,2,18.5,0.5,0.5,0,0,0.3,19.8
1,2016-01-03 00:01:40,2016-01-03 00:24:33,2,3.60,-73.993942260742188,40.7567138671875,1,N,-74.003631591796875,40.751472473144531,2,16,0.5,0.5,0,0,0.3,17.3
1,2016-01-03 00:01:41,2016-01-03 00:07:46,1,.90,-74.002578735351563,40.739639282226562,1,N,-74.002197265625,40.745220184326172,2,6,0.5,0.5,0,0,0.3,7.3
1,2016-01-03 00:01:41,2016-01-03 00:34:07,3,9.60,-73.99676513671875,40.742439270019531,1,N,-73.941566467285156,40.851390838623047,1,32,0.5,0.5,5,0,0.3,38.3
2,2016-01-03 00:01:41,2016-01-03 00:08:17,1,1.33,-73.976448059082031,40.758377075195312,1,N,-73.976432800292969,40.745105743408203,2,7,0.5,0.5,0,0,0.3,8.3
2,2016-01-03 00:01:41,2016-01-03 00:08:50,1,1.18,-74.004280090332031,40.721820831298828,1,N,-73.999076843261719,40.734031677246094,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2016-01-03 00:01:42,2016-01-03 00:16:39,1,6.90,-73.97149658203125,40.756011962890625,1,N,-74.0155029296875,40.7178955078125,1,21.5,0.5,0.5,4.56,0,0.3,27.36
2,2016-01-04 09:18:19,2016-01-04 09:28:56,1,1.78,-73.949546813964844,40.771762847900391,1,N,-73.963699340820313,40.757251739501953,1,9,0,0.5,2.45,0,0.3,12.25
1,2016-01-04 09:18:20,2016-01-04 10:20:27,1,7.50,-73.9739990234375,40.742992401123047,1,N,-73.954803466796875,40.692562103271484,2,41,0,0.5,0,0,0.3,41.8
1,2016-01-04 09:18:20,2016-01-04 09:29:27,1,1.40,-73.987266540527344,40.74432373046875,1,N,-73.979766845703125,40.760555267333984,1,9,0,0.5,1,0,0.3,10.8
1,2016-01-04 09:18:20,2016-01-04 09:21:35,1,.50,-73.942710876464844,40.794361114501953,1,N,-73.935356140136719,40.796188354492187,2,4.5,0,0.5,0,0,0.3,5.3
1,2016-01-04 09:18:20,2016-01-04 09:30:41,1,1.00,-74.008773803710937,40.713890075683594,1,N,-73.99676513671875,40.723995208740234,1,9,0,0.5,1,0,0.3,10.8
1,2016-01-04 09:18:20,2016-01-04 09:23:43,1,.60,-73.997711181640625,40.724002838134766,1,N,-74.005271911621094,40.719131469726562,1,5,0,0.5,1,0,0.3,6.8
1,2016-01-04 09:18:21,2016-01-04 09:39:13,1,2.70,-73.9652099609375,40.791206359863281,1,N,-73.975845336914063,40.760135650634766,1,15,0,0.5,3.15,0,0.3,18.95
1,2016-01-04 09:18:21,2016-01-04 09:33:55,1,2.60,-73.982025146484375,40.772476196289063,1,N,-73.954948425292969,40.783359527587891,2,12.5,0,0.5,0,0,0.3,13.3
1,2016-01-04 09:18:21,2016-01-04 09:27:59,1,1.20,-73.996589660644531,40.742809295654297,1,N,-73.989616394042969,40.757415771484375,2,8,0,0.5,0,0,0.3,8.8
2,2016-01-04 09:18:21,2016-01-04 09:28:16,5,1.23,-74.015983581542969,40.715091705322266,1,N,-74.001075744628906,40.721012115478516,1,8,0,0.5,1.76,0,0.3,10.56
2,2016-01-04 09:18:21,2016-01-04 09:23:18,1,.69,-73.975120544433594,40.75225830078125,1,N,-73.983833312988281,40.747150421142578,2,5,0,0.5,0,0,0.3,5.8
2,2016-01-04 09:18:21,2016-01-04 09:27:30,1,1.61,-73.955718994140625,40.768203735351562,1,N,-73.972061157226562,40.781772613525391,1,8,0,0.5,1.76,0,0.3,10.56
2,2016-01-04 09:18:21,2016-01-04 09:19:57,1,.29,-73.971885681152344,40.781833648681641,1,N,-73.969383239746094,40.785346984863281,1,3.5,0,0.5,1.29,0,0.3,5.59
2,2016-01-04 09:18:21,2016-01-04 09:54:39,1,4.89,-74.005928039550781,40.745220184326172,1,N,-73.964263916015625,40.807376861572266,1,24.5,0,0.5,1.1,0,0.3,26.4
2,2016-01-04 09:18:21,2016-01-04 09:40:52,2,7.33,-73.997886657714844,40.682857513427734,1,N,-73.972236633300781,40.749797821044922,1,23.5,0,0.5,6.08,0,0.3,30.38
1,2016-01-04 09:18:22,2016-01-04 09:25:05,1,.90,-73.996261596679687,40.738037109375,1,N,-73.990272521972656,40.731681823730469,1,6,0,0.5,1,0,0.3,7.8
1,2016-01-04 09:18:22,2016-01-04 09:28:43,1,.80,-73.991203308105469,40.749736785888672,1,N,-73.989494323730469,40.739948272705078,2,7.5,0,0.5,0,0,0.3,8.3
1,2016-01-04 09:18:22,2016-01-04 09:28:10,1,1.20,-73.957862854003906,40.765365600585938,1,N,-73.97076416015625,40.757892608642578,2,8,0,0.5,0,0,0.3,8.8
1,2016-01-04 09:18:22,2016-01-04 09:25:30,1,.90,0,0,1,N,0,0,1,6.5,0,0.5,1.45,0,0.3,8.75
2,2016-01-04 09:18:22,2016-01-04 09:27:28,1,2.60,-74.010635375976563,40.717437744140625,1,N,-74.007949829101563,40.751300811767578,1,10.5,0,0.5,2,0,0.3,13.3
2,2016-01-04 09:18:22,2016-01-04 09:29:24,6,1.10,-73.967247009277344,40.760688781738281,1,N,-73.980751037597656,40.767665863037109,2,8,0,0.5,0,0,0.3,8.8
2,2016-01-04 09:18:22,2016-01-04 09:32:34,1,2.96,-73.977798461914063,40.73419189453125,1,N,-74.001014709472656,40.724208831787109,1,13,0,0.5,2,0,0.3,15.8
2,2016-01-04 09:18:22,2016-01-04 09:35:21,5,1.40,-73.979217529296875,40.784881591796875,1,N,-73.981887817382812,40.765708923339844,1,11.5,0,0.5,2,0,0.3,14.3
1,2016-01-04 09:18:23,2016-01-04 09:33:03,1,1.50,-73.980644226074219,40.782444000244141,1,N,-73.983810424804688,40.761360168457031,1,10.5,0,0.5,2.5,0,0.3,13.8
1,2016-01-04 09:18:23,2016-01-04 09:23:47,1,.60,-73.984260559082031,40.754833221435547,1,N,-73.976951599121094,40.758533477783203,1,5.5,0,0.5,1.25,0,0.3,7.55
1,2016-01-04 09:18:23,2016-01-04 09:32:05,1,1.80,-73.993362426757813,40.746902465820313,1,N,-73.983062744140625,40.765792846679688,1,10.5,0,0.5,2.8,0,0.3,14.1
2,2016-01-04 09:18:23,2016-01-04 09:44:52,1,2.96,-73.962234497070312,40.776077270507812,1,N,-73.98980712890625,40.741180419921875,1,17.5,0,0.5,2,0,0.3,20.3
2,2016-01-04 09:18:23,2016-01-04 09:23:09,5,.89,-73.935699462890625,40.761070251464844,1,N,-73.937744140625,40.753673553466797,1,5.5,0,0.5,1.26,0,0.3,7.56
2,2016-01-04 09:18:23,2016-01-04 09:19:37,6,.27,-73.977333068847656,40.750141143798828,1,N,-73.980461120605469,40.74761962890625,2,3,0,0.5,0,0,0.3,3.8
2,2016-01-04 09:18:23,2016-01-04 09:32:15,2,2.01,-73.961036682128906,40.796726226806641,1,N,-73.953399658203125,40.778480529785156,1,10.5,0,0.5,1.11,0,0.3,12.41
2,2016-01-04 09:18:23,2016-01-04 09:21:34,2,.69,-73.961021423339844,40.76947021484375,1,N,-73.963508605957031,40.77423095703125,1,4.5,0,0.5,0,0,0.3,5.3
2,2016-01-04 09:18:24,2016-01-04 09:22:37,1,.78,-73.988258361816406,40.753810882568359,1,N,-73.985549926757813,40.747093200683594,2,4.5,0,0.5,0,0,0.3,5.3
2,2016-01-04 09:18:24,2016-01-04 09:35:43,1,3.92,-73.996025085449219,40.686729431152344,1,N,-74.015823364257813,40.714469909667969,2,15.5,0,0.5,0,0,0.3,16.3
2,2016-01-04 09:18:24,2016-01-04 09:29:51,1,1.61,-73.990829467773437,40.750526428222656,1,N,-73.989334106445313,40.734081268310547,1,9,0,0.5,1.96,0,0.3,11.76
1,2016-01-04 09:18:25,2016-01-04 09:40:03,1,4.70,-73.989303588867187,40.740478515625,1,N,-74.008377075195312,40.711029052734375,1,19,0,0.5,3.95,0,0.3,23.75
1,2016-01-04 09:18:25,2016-01-04 09:29:35,1,2.50,-73.96990966796875,40.784591674804688,1,N,-73.943504333496094,40.801605224609375,2,10.5,0,0.5,0,0,0.3,11.3
2,2016-01-04 09:18:25,2016-01-04 09:26:04,2,1.07,-73.966850280761719,40.761638641357422,1,N,-73.9534912109375,40.767238616943359,2,6.5,0,0.5,0,0,0.3,7.3
2,2016-01-04 09:18:25,2016-01-04 09:33:39,6,5.41,-73.981109619140625,40.779388427734375,1,N,-73.940017700195313,40.841232299804688,1,18,0,0.5,4.7,0,0.3,23.5
2,2016-01-04 09:18:25,2016-01-04 09:29:08,6,1.48,-73.985450744628906,40.744510650634766,1,N,-73.971122741699219,40.759269714355469,1,8.5,0,0.5,1,0,0.3,10.3
2,2016-01-04 09:18:25,2016-01-04 09:29:06,5,2.06,-73.964942932128906,40.795131683349609,1,N,-73.939460754394531,40.804630279541016,2,9.5,0,0.5,0,0,0.3,10.3
1,2016-01-04 09:18:26,2016-01-04 09:29:41,1,.90,-73.9677734375,40.756008148193359,1,N,-73.979217529296875,40.75299072265625,1,8,0,0.5,1.75,0,0.3,10.55
1,2016-01-04 09:18:26,2016-01-04 09:31:53,1,1.50,-73.992713928222656,40.755222320556641,1,N,-73.991325378417969,40.738807678222656,1,10,0,0.5,1,0,0.3,11.8
1,2016-01-04 09:18:26,2016-01-04 09:28:59,1,1.30,-73.956329345703125,40.771434783935547,1,N,-73.970237731933594,40.759201049804688,2,8.5,0,0.5,0,0,0.3,9.3
2,2016-01-04 09:18:26,2016-01-04 09:25:24,1,.52,-73.968437194824219,40.799446105957031,1,N,-73.966438293457031,40.794395446777344,1,6,0,0.5,1,0,0.3,7.8
2,2016-01-04 09:18:26,2016-01-04 09:36:30,2,2.36,-73.961051940917969,40.760810852050781,1,N,-73.982963562011719,40.748020172119141,1,13.5,0,0.5,2.86,0,0.3,17.16
2,2016-01-04 09:18:26,2016-01-04 09:25:02,1,4.48,-73.971900939941406,40.794780731201172,1,N,-73.938720703125,40.848560333251953,1,13.5,0,0.5,2,0,0.3,16.3
2,2016-01-04 09:18:26,2016-01-04 09:22:00,5,.32,-73.958229064941406,40.778739929199219,1,N,-73.961158752441406,40.774650573730469,1,4,0,0.5,0.96,0,0.3,5.76
1,2016-01-04 09:18:27,2016-01-04 09:49:13,1,8.60,-73.946052551269531,40.792472839355469,1,N,-73.993171691894531,40.719764709472656,1,28,0,0.5,5.75,0,0.3,34.55
1,2016-01-04 09:18:27,2016-01-04 09:27:58,1,1.90,-73.956031799316406,40.781097412109375,1,N,-73.938888549804688,40.804958343505859,1,9,0,0.5,1.96,0,0.3,11.76
1,2016-01-04 09:18:27,2016-01-04 09:32:19,2,1.10,-73.981941223144531,40.752143859863281,1,N,-73.972824096679688,40.758106231689453,1,9.5,0,0.5,2.05,0,0.3,12.35
2,2016-01-04 09:18:27,2016-01-04 09:48:03,5,3.32,-73.953643798828125,40.766620635986328,1,N,-73.993240356445313,40.747291564941406,1,19,0,0.5,1,0,0.3,20.8
2,2016-01-04 09:18:27,2016-01-04 09:27:07,1,.60,-73.99176025390625,40.749248504638672,1,N,-73.989311218261719,40.743812561035156,1,7,0,0.5,1.56,0,0.3,9.36
2,2016-01-04 09:18:27,2016-01-04 09:23:41,1,.81,-73.972549438476562,40.74652099609375,1,N,-73.967903137207031,40.755531311035156,1,5.5,0,0.5,1.58,0,0.3,7.88
2,2016-01-04 09:18:27,2016-01-04 09:27:47,5,.79,-73.989883422851562,40.735252380371094,1,N,-73.981246948242188,40.736366271972656,2,7.5,0,0.5,0,0,0.3,8.3
2,2016-01-04 09:18:27,2016-01-04 09:29:06,1,.51,-73.975479125976562,40.749813079833984,1,N,-73.970085144042969,40.756099700927734,1,7.5,0,0.5,0,0,0.3,8.3
1,2016-01-04 09:18:28,2016-01-04 09:59:42,1,4.60,-73.995574951171875,40.754817962646484,1,N,-73.948745727539063,40.770698547363281,1,26.5,0,0.5,5.45,0,0.3,32.75
1,2016-01-04 09:18:28,2016-01-04 09:18:34,1,.00,-73.949928283691406,40.772037506103516,1,N,-73.949920654296875,40.77203369140625,3,2.5,0,0.5,0,0,0.3,3.3
1,2016-01-04 09:18:28,2016-01-04 09:32:04,1,1.20,-73.984519958496094,40.745746612548828,1,N,-73.972610473632812,40.761558532714844,1,9.5,0,0.5,2.05,0,0.3,12.35
2,2016-01-04 09:18:28,2016-01-04 09:27:01,1,.77,-73.974624633789063,40.751060485839844,1,N,-73.987213134765625,40.75628662109375,1,7,0,0.5,1.56,0,0.3,9.36
2,2016-01-04 09:18:28,2016-01-04 09:32:44,5,1.43,-73.980941772460938,40.744373321533203,1,N,-73.981346130371094,40.759475708007812,1,10.5,0,0.5,2.26,0,0.3,13.56
2,2016-01-04 09:18:28,2016-01-04 09:21:05,2,.34,-73.957260131835937,40.770488739013672,1,N,-73.962860107421875,40.768161773681641,2,3.5,0,0.5,0,0,0.3,4.3
2,2016-01-04 09:18:28,2016-01-04 09:41:42,1,3.49,-74.016151428222656,40.709911346435547,1,N,-73.991561889648438,40.739921569824219,1,17,0,0.5,1,0,0.3,18.8
2,2016-01-04 09:18:28,2016-01-04 09:42:10,1,1.77,-73.990310668945313,40.750938415527344,1,N,-73.970596313476563,40.756080627441406,1,15,0,0.5,3.16,0,0.3,18.96
2,2016-01-04 09:18:28,2016-01-04 09:48:46,1,4.65,-74.005088806152344,40.730998992919922,1,N,-73.961959838867188,40.773281097412109,2,21,0,0.5,0,0,0.3,21.8
1,2016-01-04 09:18:29,2016-01-04 09:42:24,1,3.20,-73.993980407714844,40.751201629638672,1,N,-73.968490600585938,40.790782928466797,1,17,0,0.5,3.55,0,0.3,21.35
1,2016-01-04 09:18:29,2016-01-04 09:27:48,1,1.30,-73.9869384765625,40.73944091796875,1,N,-73.975189208984375,40.755901336669922,2,8,0,0.5,0,0,0.3,8.8
1,2016-01-04 09:18:29,2016-01-04 09:43:48,1,2.00,-73.979873657226562,40.735160827636719,1,N,-73.990791320800781,40.755157470703125,2,15,0,0.5,0,0,0.3,15.8
1,2016-01-04 09:18:29,2016-01-04 09:38:37,1,1.70,-73.99188232421875,40.74993896484375,1,N,-73.976188659667969,40.740779876708984,1,13.5,0,0.5,1.7,0,0.3,16
2,2016-01-04 09:18:29,2016-01-04 09:33:10,1,2.89,-73.996551513671875,40.737300872802734,1,N,-74.01409912109375,40.713920593261719,1,13,0,0.5,2.76,0,0.3,16.56
2,2016-01-04 09:18:29,2016-01-04 09:27:44,1,1.05,-74.008781433105469,40.71905517578125,1,N,-73.998542785644531,40.728591918945313,2,7.5,0,0.5,0,0,0.3,8.3
2,2016-01-04 09:18:29,2016-01-04 09:34:49,1,1.43,-73.9952392578125,40.749820709228516,1,N,-73.977333068847656,40.755458831787109,1,11,0,0.5,2.95,0,0.3,14.75
2,2016-01-04 09:18:29,2016-01-04 09:29:55,1,1.69,-74.000816345214844,40.752349853515625,1,N,-73.990501403808594,40.740100860595703,1,9,0,0.5,1.96,0,0.3,11.76
1,2016-01-04 09:18:30,2016-01-04 09:23:43,1,.90,-74.016860961914062,40.706317901611328,1,N,-74.010536193847656,40.708808898925781,2,5.5,0,0.5,0,0,0.3,6.3
1,2016-01-04 09:18:30,2016-01-04 09:39:57,1,1.60,-73.956573486328125,40.767017364501953,1,N,-73.976974487304688,40.762519836425781,1,14,0,0.5,2.95,0,0.3,17.75
1,2016-01-04 09:18:30,2016-01-04 09:29:58,1,1.20,-73.966964721679688,40.769847869873047,1,N,-73.984306335449219,40.769893646240234,1,8.5,0,0.5,1.5,0,0.3,10.8
2,2016-01-04 09:18:30,2016-01-04 10:03:31,3,19.22,-74.002754211425781,40.728641510009766,2,N,-73.783500671386719,40.643699645996094,1,52,0,0.5,10.56,0,0.3,63.36
1,2016-01-04 09:18:31,2016-01-04 09:37:55,1,2.10,-73.982231140136719,40.765132904052734,1,N,-73.954200744628906,40.767181396484375,2,13,0,0.5,0,0,0.3,13.8
1,2016-01-04 09:18:31,2016-01-04 09:45:17,1,7.00,-74.000205993652344,40.678451538085938,1,N,-73.983047485351563,40.734821319580078,1,25.5,0,0.5,6.35,5.54,0.3,38.19
1,2016-01-04 09:18:31,2016-01-04 09:51:40,1,15.90,-73.983627319335938,40.747642517089844,2,N,-73.78704833984375,40.64691162109375,1,52,0,0.5,11.65,5.54,0.3,69.99
2,2016-01-04 09:18:31,2016-01-04 09:40:50,6,6.82,-73.951728820800781,40.769489288330078,1,N,-73.91217041015625,40.758941650390625,1,23.5,0,0.5,5.97,5.54,0.3,35.81
2,2016-01-04 09:18:31,2016-01-04 09:25:55,1,1.25,-73.955703735351563,40.768482208251953,1,N,-73.959945678710937,40.778812408447266,1,7,0,0.5,1.56,0,0.3,9.36
2,2016-01-04 09:18:31,2016-01-04 09:39:17,1,2.25,-73.988136291503906,40.738006591796875,1,N,-73.982536315917969,40.763240814208984,1,14,0,0.5,2.96,0,0.3,17.76
1,2016-01-04 09:18:32,2016-01-04 09:48:56,1,5.10,-73.993873596191406,40.735260009765625,1,N,-74.014190673828125,40.708358764648437,1,24,0,0.5,4.95,0,0.3,29.75
1,2016-01-04 09:18:32,2016-01-04 09:35:38,1,3.00,-73.986419677734375,40.734626770019531,1,N,-74.01580810546875,40.716037750244141,1,14,0,0.5,3.7,0,0.3,18.5
1,2016-01-04 09:18:32,2016-01-04 09:41:58,1,2.10,-73.955741882324219,40.781909942626953,1,N,-73.962409973144531,40.758342742919922,1,15,0,0.5,3.15,0,0.3,18.95
1,2016-01-04 09:18:32,2016-01-04 09:55:33,1,3.40,-73.95587158203125,40.779304504394531,1,N,-73.989166259765625,40.741359710693359,1,22.5,0,0.5,5.82,0,0.3,29.12
2,2016-01-04 09:18:32,2016-01-04 09:37:50,1,5.17,-73.978904724121094,40.740768432617188,1,N,-74.014930725097656,40.71307373046875,1,19.5,0,0.5,4.06,0,0.3,24.36
1,2016-01-04 09:18:33,2016-01-04 09:20:32,1,.40,-73.999580383300781,40.738510131835938,1,N,-74.002471923828125,40.734035491943359,1,3.5,0,0.5,0.85,0,0.3,5.15
1,2016-01-04 09:18:33,2016-01-04 09:45:32,1,3.30,-73.985786437988281,40.730953216552734,1,N,-73.966621398925781,40.766292572021484,1,18,0,0.5,3.75,0,0.3,22.55
1,2016-01-04 09:18:33,2016-01-04 09:37:02,2,1.50,-73.990219116210938,40.756256103515625,1,N,-73.981460571289063,40.745216369628906,1,12.5,0,0.5,1,0,0.3,14.3
2,2016-01-04 09:18:33,2016-01-04 09:33:36,3,1.57,-73.952651977539063,40.783580780029297,1,N,-73.964553833007813,40.764812469482422,2,10.5,0,0.5,0,0,0.3,11.3
2,2016-01-04 09:18:33,2016-01-04 09:27:32,5,2.11,-73.949569702148438,40.781150817871094,1,N,-73.97589111328125,40.776458740234375,1,9,0,0.5,1.96,0,0.3,11.76
2,2016-01-04 09:18:33,2016-01-04 09:40:10,1,10.76,-73.977134704589844,40.751945495605469,1,N,-73.870529174804688,40.773757934570313,1,31.5,0,0.5,5,5.54,0.3,42.84
2,2016-01-04 09:18:33,2016-01-04 09:43:30,5,3.76,-73.953651428222656,40.766941070556641,1,N,-73.944557189941406,40.808971405029297,1,18,0,0.5,3.76,0,0.3,22.56
1,2016-01-04 09:18:34,2016-01-04 09:36:11,1,3.70,-74.014328002929688,40.709434509277344,1,N,-73.994804382324219,40.750400543212891,1,15,0,0.5,3.15,0,0.3,18.95
1,2016-01-04 09:18:34,2016-01-04 09:31:21,1,.90,-73.992774963378906,40.743000030517578,1,N,-73.977058410644531,40.739044189453125,2,9,0,0.5,0,0,0.3,9.8
1,2016-01-04 09:18:34,2016-01-04 09:27:31,1,1.20,-74.008354187011719,40.736125946044922,1,N,-74.010154724121094,40.719749450683594,1,7.5,0,0.5,1,0,0.3,9.3
1,2016-01-04 09:18:34,2016-01-04 09:34:43,1,.80,-73.9615478515625,40.757785797119141,1,N,-73.972610473632812,40.758903503417969,1,10.5,0,0.5,1.7,0,0.3,13
1,2016-01-04 09:18:34,2016-01-04 09:32:33,1,2.30,-74.008827209472656,40.719169616699219,1,N,-73.99072265625,40.694492340087891,2,11.5,0,0.5,0,0,0.3,12.3
1,2016-01-04 09:18:34,2016-01-04 09:33:12,1,1.50,-73.977371215820313,40.749591827392578,1,N,-73.976058959960937,40.763931274414063,1,10.5,0,0.5,1,0,0.3,12.3
2,2016-01-04 09:18:34,2016-01-04 09:41:45,3,2.64,-73.950904846191406,40.771568298339844,1,N,-73.980796813964844,40.762340545654297,1,15.5,0,0.5,2,0,0.3,18.3
2,2016-01-04 09:18:34,2016-01-04 09:26:19,1,.67,-73.984138488769531,40.768180847167969,1,N,-73.973442077636719,40.764427185058594,1,6.5,0,0.5,1.1,0,0.3,8.4
2,2016-01-04 09:18:34,2016-01-04 09:31:24,1,1.12,-73.990715026855469,40.751117706298828,1,N,-73.972877502441406,40.746421813964844,2,9,0,0.5,0,0,0.3,9.8
2,2016-01-04 09:18:34,2016-01-04 09:22:20,1,.20,-73.989990234375,40.757305145263672,1,N,-73.987525939941406,40.760303497314453,1,4,0,0.5,1.2,0,0.3,6
1,2016-01-04 09:18:35,2016-01-04 09:27:51,1,1.00,-73.961715698242188,40.7642822265625,1,N,-73.9703369140625,40.752101898193359,2,7.5,0,0.5,0,0,0.3,8.3
1,2016-01-04 09:18:35,2016-01-04 09:26:01,1,.50,-74.005203247070313,40.718460083007813,1,N,-74.011337280273437,40.714859008789063,1,6.5,0,0.5,2,0,0.3,9.3
2,2016-01-04 09:18:35,2016-01-04 09:33:11,1,1.98,-73.981391906738281,40.728908538818359,1,N,-73.969383239746094,40.748710632324219,2,12,0,0.5,0,0,0.3,12.8
2,2016-01-04 09:18:35,2016-01-04 09:29:54,1,1.03,-73.982398986816406,40.751369476318359,1,N,-73.996902465820313,40.751399993896484,1,8,0,0.5,2,0,0.3,10.8
2,2016-01-04 09:18:36,2016-01-04 09:33:44,1,1.79,-73.982757568359375,40.77191162109375,1,N,-73.991249084472656,40.749168395996094,2,10.5,0,0.5,0,0,0.3,11.3
2,2016-01-04 09:18:36,2016-01-04 09:33:50,6,1.81,-73.95050048828125,40.779769897460938,1,N,-73.968330383300781,40.761638641357422,1,11,0,0.5,0,0,0.3,11.8
