STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-05 17:51,FM-15,CLR:00,10.00,,27,-2.8,23,-5.1,-3,-19.4,27,0,000,,30.46,,,30.61,0.00,30.63,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-05 18:51,FM-15,CLR:00,10.00,,27,-2.8,23,-5.1,-3,-19.4,27,0,000,,30.47,1,,30.62,0.00,30.64,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-05 19:51,FM-15,CLR:00,10.00,,28,-2.2,24,-4.6,-2,-18.9,27,0,000,,30.47,,,30.62,0.00,30.64,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-05 20:51,FM-15,CLR:00,10.00,,29,-1.7,25,-4.1,-2,-18.9,26,3,290,,30.47,,,30.62,0.00,30.64,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-05 21:51,FM-15,CLR:00,10.00,,28,-2.2,24,-4.7,0,-17.8,29,3,VRB,,30.46,8,,30.61,0.00,30.63,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-05 22:51,FM-15,CLR:00,10.00,,28,-2.2,24,-4.7,0,-17.8,29,0,000,,30.46,,,30.61,0.00,30.63,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-05 23:51,FM-15,CLR:00,10.00,,27,-2.8,23,-5.2,1,-17.2,32,3,280,,30.44,,,30.59,0.00,30.61,29,11,20,-12.8,,,,45,0,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-05 23:59,SOD,,,,,,,,,,,,,,,,,,,,29,11,20,-12.8,37,-2,16,45,0,1220,2143,,0.00,0.0,0,30.41,30.56,5.1,30,020,20,010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 00:51,FM-15,CLR:00,10.00,,28,-2.2,24,-4.7,1,-17.2,31,3,290,,30.43,8,,30.58,0.00,30.60,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 01:51,FM-15,CLR:00,10.00,,27,-2.8,23,-5.2,4,-15.6,37,0,000,,30.43,,,30.58,0.00,30.60,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 02:51,FM-15,CLR:00,10.00,,26,-3.3,22,-5.7,5,-15.0,40,0,000,,30.42,,,30.57,0.00,30.59,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 03:51,FM-15,CLR:00,10.00,,26,-3.3,22,-5.7,7,-13.9,44,3,320,,30.41,8,,30.56,0.00,30.58,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 04:51,FM-15,CLR:00,10.00,,25,-3.9,21,-6.0,9,-12.8,50,0,000,,30.41,,,30.56,0.00,30.58,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 05:51,FM-15,CLR:00,10.00,,26,-3.3,22,-5.6,8,-13.3,46,3,290,,30.42,,,30.57,0.00,30.59,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 06:51,FM-15,CLR:00,10.00,,26,-3.3,22,-5.6,8,-13.3,46,0,000,,30.42,3,,30.57,0.00,30.59,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 07:51,FM-15,CLR:00,10.00,,27,-2.8,23,-5.2,6,-14.4,41,0,000,,30.42,,,30.57,0.00,30.59,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 08:51,FM-15,CLR:00,10.00,,30,-1.1,25,-3.7,3,-16.1,31,3,VRB,,30.42,,,30.58,0.00,30.59,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 09:51,FM-15,CLR:00,10.00,,30,-1.1,25,-3.7,3,-16.1,31,7,VRB,,30.43,3,,30.58,0.00,30.60,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 10:51,FM-15,CLR:00,10.00,,33,0.6,28,-2.1,2,-16.7,26,7,250,,30.42,,,30.57,0.00,30.59,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 11:51,FM-15,CLR:00,10.00,,36,2.2,31,-0.4,1,-17.2,22,0,000,,30.38,,,30.53,0.00,30.55,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 12:51,FM-15,CLR:00,10.00,,38,3.3,33,0.7,1,-17.2,21,0,000,,30.34,8,,30.49,0.00,30.51,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 13:51,FM-15,CLR:00,10.00,,40,4.4,36,2.0,0,-17.8,18,5,VRB,,30.30,,,30.46,0.00,30.47,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 14:51,FM-15,CLR:00,10.00,,40,4.4,36,2.1,-1,-18.3,18,5,240,,30.30,,,30.45,0.00,30.47,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 15:51,FM-15,CLR:00,10.00,,39,3.9,34,1.3,1,-17.2,20,3,210,,30.29,6,,30.44,0.00,30.46,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 16:51,FM-15,CLR:00,10.00,,38,3.3,33,0.6,3,-16.1,23,3,240,,30.28,,,30.43,0.00,30.45,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 17:51,FM-15,CLR:00,10.00,,38,3.3,33,0.4,6,-14.4,26,8,230,,30.28,,,30.43,0.00,30.45,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 18:51,FM-15,CLR:00,10.00,,37,2.8,32,0.0,4,-15.6,25,6,VRB,,30.28,6,,30.43,0.00,30.45,,,,,,,,,,1220,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 19:51,FM-15,CLR:00,10.00,,36,2.2,31,-0.7,6,-14.4,28,7,240,,30.29,,,30.44,0.00,30.46,,,,,,,,,,1220,2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 20:51,FM-15,CLR:00,10.00,,37,2.8,32,0.0,4,-15.6,25,9,260,,30.29,,,30.44,0.00,30.46,,,,,,,,,,1220,2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 21:51,FM-15,CLR:00,10.00,,36,2.2,31,-0.7,5,-15.0,27,6,270,,30.27,8,,30.43,0.00,30.44,,,,,,,,,,1220,2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 22:51,FM-15,CLR:00,10.00,,35,1.7,30,-1.3,9,-12.8,34,6,270,,30.27,,,30.42,0.00,30.44,,,,,,,,,,1220,2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-06 23:51,FM-15,CLR:00,10.00,,34,1.1,29,-1.8,6,-14.4,31,0,000,,30.26,,,30.41,0.00,30.43,41,25,33,0.3,,,,32,0,1220,2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
