trip_distance,tpep_pickup_datetime,tpep_dropoff_datetime,total_amount,tolls_amount,tip_amount,store_and_fwd_flag,stop_time,start_time,region_name,postal_code,pickup_longitude,pickup_latitude,payment_type,passenger_count,mta_tax,longitude,latitude,improvement_surcharge,fare_amount,extra,dropoff_longitude,dropoff_latitude,city_name,all_day,VendorID,STATION_NAME,STATION,RatecodeID,REPORTTPYE,PeakWindDirection,MonthlyWetBulbTemp,MonthlyTotalSnowfall,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD,MonthlyTotalLiquidPrecip,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyMinimumTemp,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureTime,MonthlyMinSeaLevelPressureDate,MonthlyMeanTemp,MonthlyMaximumTemp,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureTime,MonthlyMaxSeaLevelPressureDate,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowDepth,MonthlyGreatestPrecipDate,MonthlyGreatestPrecip,MonthlyDewpointTemp,MonthlyDeptFromNormalPrecip,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyDeptFromNormalAverageTemp,MonthlyDaysWithLT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT1Snow,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT001Precip,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyAverageWindSpeed,MonthlyAverageRH,LONGITUDE,LATITUDE,HOURLYWindSpeed,HOURLYWindGustSpeed,HOURLYWindDirection,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYVISIBILITY,HOURLYStationPressure,HOURLYSeaLevelPressure,HOURLYSKYCONDITIONS,HOURLYRelativeHumidity,HOURLYPressureTendency,HOURLYPressureChange,HOURLYPrecip,HOURLYPRSENTWEATHERTYPE,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYAltimeterSetting,ELEVATION,DATE,DAILYWeather,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,DAILYSunset,DAILYSunrise,DAILYSnowfall,DAILYSnowDepth,DAILYPrecip,DAILYPeakWindSpeed,DAILYMinimumDryBulbTemp,DAILYMaximumDryBulbTemp,DAILYHeatingDegreeDays,DAILYDeptFromNormalAverageTemp,DAILYCoolingDegreeDays,DAILYAverageWindSpeed,DAILYAverageWetBulbTemp,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageRelativeHumidity,DAILYAverageDryBulbTemp,DAILYAverageDewPointTemp
1.10,2016-01-01 00:00:00,2016-01-01 00:00:00,8.8,0,0,N,None,None,None,None,-73.990371704101563,40.734695434570313,2,2,0.5,None,None,0.3,7.5,0.5,-73.981842041015625,40.732406616210937,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4.90,2016-01-01 00:00:00,2016-01-01 00:00:00,19.3,0,0,N,None,None,None,None,-73.980781555175781,40.729911804199219,1,5,0.5,None,None,0.3,18,0.5,-73.944473266601563,40.716678619384766,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
10.54,2016-01-01 00:00:00,2016-01-01 00:00:00,34.3,0,0,N,None,None,None,None,-73.984550476074219,40.6795654296875,1,1,0.5,None,None,0.3,33,0.5,-73.950271606445313,40.788925170898438,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4.75,2016-01-01 00:00:00,2016-01-01 00:00:00,17.3,0,0,N,None,None,None,None,-73.99346923828125,40.718990325927734,2,1,0.5,None,None,0.3,16.5,0,-73.962242126464844,40.657333374023437,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.76,2016-01-01 00:00:00,2016-01-01 00:00:00,8.8,0,0,N,2016-12-31 00:00:00 | 2016-07-03 00:00:00,2016-01-01 00:00:00 | 2015-10-08 00:00:00,New York | New York,10022 | 10019,-73.960624694824219,40.781330108642578,2,3,0.5,-73.968 | -73.9844951,40.759 | 40.7632328,0.3,8,0,-73.977264404296875,40.758514404296875,New York | New York,2 | 2,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
5.52,2016-01-01 00:00:00,2016-01-01 00:18:30,20.3,0,0,N,None,None,None,None,-73.980117797851563,40.743049621582031,2,2,0.5,None,None,0.3,19,0.5,-73.913490295410156,40.763141632080078,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7.45,2016-01-01 00:00:00,2016-01-01 00:26:45,27.3,0,0,N,None,None,None,None,-73.994056701660156,40.719989776611328,2,2,0.5,None,None,0.3,26,0.5,-73.966361999511719,40.789871215820313,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.20,2016-01-01 00:00:01,2016-01-01 00:11:55,10.3,0,0,N,None,None,None,None,-73.979423522949219,40.744613647460938,2,1,0.5,None,None,0.3,9,0.5,-73.992034912109375,40.753944396972656,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
6.00,2016-01-01 00:00:02,2016-01-01 00:11:14,19.3,0,0,N,None,None,None,None,-73.947151184082031,40.791046142578125,2,1,0.5,None,None,0.3,18,0.5,-73.920768737792969,40.865577697753906,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3.21,2016-01-01 00:00:02,2016-01-01 00:11:08,12.8,0,0,N,None,None,None,None,-73.998344421386719,40.723896026611328,2,1,0.5,None,None,0.3,11.5,0.5,-73.995849609375,40.688400268554688,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
.79,2016-01-01 00:00:03,2016-01-01 00:06:19,7.3,0,0,N,None,None,None,None,-74.006149291992188,40.744918823242188,2,1,0.5,None,None,0.3,6,0.5,-73.993797302246094,40.741439819335938,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2.43,2016-01-01 00:00:03,2016-01-01 00:15:49,17.29,0,3.99,N,None,None,None,None,-73.969329833984375,40.763538360595703,1,6,0.5,None,None,0.3,12,0.5,-73.995689392089844,40.744251251220703,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
.01,2016-01-01 00:00:03,2016-01-01 00:00:11,3.8,0,0,N,None,None,None,None,-73.989021301269531,40.721538543701172,2,4,0.5,None,None,0.3,2.5,0.5,-73.988960266113281,40.721698760986328,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3.70,2016-01-01 00:00:04,2016-01-01 00:14:32,18.35,0,3.05,N,None,None,None,None,-74.004302978515625,40.742240905761719,1,1,0.5,None,None,0.3,14,0.5,-74.007362365722656,40.706935882568359,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2.20,2016-01-01 00:00:05,2016-01-01 00:14:27,13.8,0,1.5,N,None,None,None,None,-73.991996765136719,40.718578338623047,1,2,0.5,None,None,0.3,11,0.5,-74.005134582519531,40.739944458007813,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
.54,2016-01-01 00:00:05,2016-01-01 00:07:17,7.3,0,0,N,2016-07-03 00:00:00,2015-10-08 00:00:00,New York,10019,-73.985160827636719,40.768951416015625,2,1,0.5,-73.9844951,40.7632328,0.3,6,0.5,-73.990226745605469,40.761730194091797,New York,2,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.92,2016-01-01 00:00:05,2016-01-01 00:07:14,8.8,0,0,N,None,None,None,None,-73.973091125488281,40.795360565185547,2,1,0.5,None,None,0.3,7.5,0.5,-73.978370666503906,40.773151397705078,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.70,2016-01-01 00:00:06,2016-01-01 00:04:44,9.95,0,1.65,Y,None,None,None,None,-73.982101440429688,40.774696350097656,1,1,0.5,None,None,0.3,7,0.5,-73.970939636230469,40.796707153320313,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.38,2016-01-01 00:00:06,2016-01-01 00:07:14,9.96,0,1.66,N,None,None,None,None,-73.994842529296875,40.718498229980469,1,1,0.5,None,None,0.3,7,0.5,-73.98980712890625,40.734230041503906,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4.90,2016-01-01 00:00:07,2016-01-01 00:20:35,24.36,0,4.06,N,None,None,None,None,-73.953033447265625,40.672115325927734,1,2,0.5,None,None,0.3,19,0.5,-73.986572265625,40.710594177246094,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.80,2016-01-01 00:00:07,2016-01-01 00:09:49,10.3,0,0,N,None | None,2016-01-01 00:00:00 | 2016-01-01 00:00:00,New York | New York,None | None,-73.989166259765625,40.726589202880859,2,1,0.5,-74.0064 | -74.0064,40.7142 | 40.7142,0.3,9,0.5,-74.009483337402344,40.715072631835938,New York | New York,1 | 1,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3.09,2016-01-01 00:00:08,2016-01-01 00:18:51,15.8,0,0,N,2016-12-31 00:00:00,2016-01-01 00:00:00,New York,10022,-73.999069213867188,40.720172882080078,2,1,0.5,-73.968,40.759,0.3,14.5,0.5,-73.973388671875,40.756561279296875,New York,2,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
.72,2016-01-01 00:00:08,2016-01-01 00:04:37,6.3,0,0,N,None,None,None,None,-73.997138977050781,40.747219085693359,2,1,0.5,None,None,0.3,5,0.5,-74.004486083984375,40.751796722412109,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
.69,2016-01-01 00:00:08,2016-01-01 00:03:24,5.8,0,0,N,None,None,None,None,-73.997413635253906,40.736675262451172,2,1,0.5,None,None,0.3,4.5,0.5,-73.985664367675781,40.732681274414063,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
5.30,2016-01-01 00:00:09,2016-01-01 00:19:03,23.15,0,3.85,N,None,None,None,None,-73.99713134765625,40.736961364746094,1,3,0.5,None,None,0.3,18,0.5,-73.928421020507813,40.755580902099609,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.20,2016-01-01 00:00:09,2016-01-01 00:07:18,8.3,0,0,N,None,None,None,None,-73.963912963867188,40.712173461914062,2,2,0.5,None,None,0.3,7,0.5,-73.951332092285156,40.712200164794922,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
.97,2016-01-01 00:00:10,2016-01-01 00:06:15,7.3,0,0,N,None,None,None,None,-73.999397277832031,40.743900299072266,2,2,0.5,None,None,0.3,6,0.5,-73.988876342773438,40.745319366455078,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
.87,2016-01-01 00:00:10,2016-01-01 00:02:20,5.8,0,0,N,None,None,None,None,-73.95440673828125,40.778068542480469,2,1,0.5,None,None,0.3,4.5,0.5,-73.948928833007813,40.788581848144531,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
.13,2016-01-01 00:00:12,2016-01-01 00:01:17,4.3,0,0,N,None,None,None,None,-73.991653442382813,40.754558563232422,2,1,0.5,None,None,0.3,3,0.5,-73.9906005859375,40.756118774414063,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2.40,2016-01-01 00:00:14,2016-01-01 00:13:02,15.35,0,3.05,N,None | 2016-07-03 00:00:00,2016-01-01 00:00:00 | 2015-10-08 00:00:00,New York | New York,10019 | 10019,-73.995597839355469,40.744239807128906,1,1,0.5,-73.9803996 | -73.9844951,40.7656668 | 40.7632328,0.3,11,0.5,-73.985458374023438,40.768711090087891,New York | New York,1 | 2,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
.44,2016-01-01 00:00:14,2016-01-01 00:02:38,6.36,0,1.06,N,None,None,None,None,-73.990272521972656,40.772010803222656,1,2,0.5,None,None,0.3,4,0.5,-73.995040893554687,40.769771575927734,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.56,2016-01-01 00:00:15,2016-01-01 00:06:31,8.8,0,0,N,None,None,None,None,-73.940109252929687,40.751152038574219,2,1,0.5,None,None,0.3,7.5,0.5,-73.930023193359375,40.767051696777344,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,5,None,VRB,36,2.4,10.00,29.91,30.06,OVC:08 37,51,8,None,0.00,None,25,-3.9,42,5.6,30.08,39.6,2016-01-01 00:51,None,None,None,2139,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
