trip_distance,tpep_pickup_datetime,tpep_dropoff_datetime,total_amount,tolls_amount,tip_amount,store_and_fwd_flag,stop_time,start_time,region_name,postal_code,pickup_longitude,pickup_latitude,payment_type,passenger_count,mta_tax,longitude,latitude,improvement_surcharge,fare_amount,extra,dropoff_longitude,dropoff_latitude,city_name,all_day,VendorID,STATION_NAME,STATION,RatecodeID,REPORTTPYE,PeakWindDirection,MonthlyWetBulbTemp,MonthlyTotalSnowfall,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD,MonthlyTotalLiquidPrecip,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyMinimumTemp,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureTime,MonthlyMinSeaLevelPressureDate,MonthlyMeanTemp,MonthlyMaximumTemp,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureTime,MonthlyMaxSeaLevelPressureDate,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowDepth,MonthlyGreatestPrecipDate,MonthlyGreatestPrecip,MonthlyDewpointTemp,MonthlyDeptFromNormalPrecip,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyDeptFromNormalAverageTemp,MonthlyDaysWithLT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT1Snow,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT001Precip,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyAverageWindSpeed,MonthlyAverageRH,LONGITUDE,LATITUDE,HOURLYWindSpeed,HOURLYWindGustSpeed,HOURLYWindDirection,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYVISIBILITY,HOURLYStationPressure,HOURLYSeaLevelPressure,HOURLYSKYCONDITIONS,HOURLYRelativeHumidity,HOURLYPressureTendency,HOURLYPressureChange,HOURLYPrecip,HOURLYPRSENTWEATHERTYPE,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYAltimeterSetting,ELEVATION,DATE,DAILYWeather,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,DAILYSunset,DAILYSunrise,DAILYSnowfall,DAILYSnowDepth,DAILYPrecip,DAILYPeakWindSpeed,DAILYMinimumDryBulbTemp,DAILYMaximumDryBulbTemp,DAILYHeatingDegreeDays,DAILYDeptFromNormalAverageTemp,DAILYCoolingDegreeDays,DAILYAverageWindSpeed,DAILYAverageWetBulbTemp,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageRelativeHumidity,DAILYAverageDryBulbTemp,DAILYAverageDewPointTemp
4.90,2016-01-03 00:00:53,2016-01-03 00:22:27,22,0,1.7,N,None | None | None,2016-01-01 00:00:00 | 2016-01-01 00:00:00 | 2016-01-01 02:00:00,New York | New York | New York,None | None | 10038,-73.985084533691406,40.747165679931641,1,1,0.5,-74.0064 | -74.0064 | -74.0081571,40.7142 | 40.7142 | 40.7090990,0.3,19,0.5,-73.958038330078125,40.717491149902344,New York | New York | New York,1 | 1 | 0,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.53,2016-01-03 00:00:54,2016-01-03 00:08:43,11.16,0,1.86,N,None,None,None,None,-73.971000671386719,40.797641754150391,1,1,0.5,None,None,0.3,8,0.5,-73.953697204589844,40.785129547119141,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.10,2016-01-03 00:00:55,2016-01-03 00:17:14,12.3,0,0,N,None,None,None,None,-73.984153747558594,40.764858245849609,2,1,0.5,None,None,0.3,11,0.5,-73.97802734375,40.762935638427734,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
15.64,2016-01-03 00:00:55,2016-01-03 00:28:34,45.3,0,0,N,None | 2016-07-03 00:00:00,2016-01-01 00:00:00 | 2015-10-08 00:00:00,New York | New York,10019 | 10019,-73.787139892578125,40.644050598144531,2,4,0.5,-73.9803996 | -73.9844951,40.7656668 | 40.7632328,0.3,44,0.5,-73.94842529296875,40.730735778808594,New York | New York,1 | 2,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
5.70,2016-01-03 00:00:56,2016-01-03 00:17:24,37.8,10.5,8,N,None,None,None,None,-73.987724304199219,40.750568389892578,1,1,0.5,None,None,0.3,18,0.5,-74.035568237304688,40.713573455810547,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2.56,2016-01-03 00:00:57,2016-01-03 00:10:48,14.16,0,2.36,N,None,None,None,None,-73.979652404785156,40.776119232177734,1,6,0.5,None,None,0.3,10.5,0.5,-73.964683532714844,40.806755065917969,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
15.25,2016-01-03 00:01:00,2016-01-03 00:18:06,41.8,0,0,N,None,None,None,None,-73.781806945800781,40.644863128662109,1,3,0.5,None,None,0.3,40.5,0.5,-73.937973022460938,40.726325988769531,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.65,2016-01-03 00:01:01,2016-01-03 00:07:49,8.8,0,0,N,None,None,None,None,-73.965278625488281,40.801040649414063,2,5,0.5,None,None,0.3,7.5,0.5,-73.947479248046875,40.815170288085937,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7.85,2016-01-03 00:01:01,2016-01-03 00:13:08,35.21,5.54,5.87,N,None,None,None,None,-73.979629516601563,40.743255615234375,1,6,0.5,None,None,0.3,22.5,0.5,-73.911872863769531,40.764629364013672,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.28,2016-01-03 00:01:03,2016-01-03 00:20:29,12.8,0,0,N,None,None,None,None,-73.984420776367188,40.767238616943359,2,2,0.5,None,None,0.3,11.5,0.5,-73.978599548339844,40.754261016845703,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3.18,2016-01-03 00:01:06,2016-01-03 00:26:34,18.3,0,0,N,None,None,None,None,-74.010993957519531,40.708873748779297,2,1,0.5,None,None,0.3,17,0.5,-73.988052368164063,40.749320983886719,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
.56,2016-01-03 00:01:06,2016-01-03 00:04:38,5.8,0,0,N,None,None,None,None,-73.980743408203125,40.746910095214844,2,1,0.5,None,None,0.3,4.5,0.5,-73.990867614746094,40.75115966796875,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
.94,2016-01-03 00:01:07,2016-01-03 00:05:04,6.3,0,0,N,None,None,None,None,-73.991973876953125,40.726478576660156,2,2,0.5,None,None,0.3,5,0.5,-74.003082275390625,40.722049713134766,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3.20,2016-01-03 00:01:08,2016-01-03 00:19:36,18.95,0,3.15,N,None,2016-01-01 20:00:00,New York,10013,-74.00213623046875,40.760639190673828,1,1,0.5,-74.0050159,40.7208412,0.3,14.5,0.5,-73.972892761230469,40.743450164794922,New York,0,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2.70,2016-01-03 00:01:08,2016-01-03 00:17:13,18.55,0,4.25,N,None,None,None,None,-73.994972229003906,40.760234832763672,1,1,0.5,None,None,0.3,13,0.5,-74.00152587890625,40.735855102539063,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
5.00,2016-01-03 00:01:08,2016-01-03 00:23:22,25.3,0,4.5,N,None,None,None,None,-74.002265930175781,40.730369567871094,1,1,0.5,None,None,0.3,19.5,0.5,-73.951683044433594,40.77349853515625,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.60,2016-01-03 00:01:09,2016-01-03 00:06:37,9.35,0,1.55,N,None,None,None,None,-73.980827331542969,40.779640197753906,1,2,0.5,None,None,0.3,6.5,0.5,-73.971412658691406,40.798587799072266,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
.58,2016-01-03 00:01:09,2016-01-03 00:05:23,7.56,0,1.26,N,None,None,None,None,-73.998077392578125,40.737968444824219,1,1,0.5,None,None,0.3,5,0.5,-74.004127502441406,40.742790222167969,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
6.00,2016-01-03 00:01:10,2016-01-03 00:36:55,32.16,0,5.36,N,None,None,None,None,-73.999443054199219,40.729835510253906,1,2,0.5,None,None,0.3,25.5,0.5,-73.964179992675781,40.803153991699219,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2.51,2016-01-03 00:01:10,2016-01-03 00:08:00,10.8,0,0,N,None,None,None,None,-73.932708740234375,40.752861022949219,2,5,0.5,None,None,0.3,9.5,0.5,-73.963615417480469,40.757640838623047,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.24,2016-01-03 00:01:10,2016-01-03 00:24:39,15.8,0,0,N,2016-12-31 00:00:00,2016-01-01 00:00:00,New York,10022,-73.981689453125,40.768390655517578,2,4,0.5,-73.968,40.759,0.3,14.5,0.5,-73.979751586914063,40.755538940429688,New York,2,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.50,2016-01-03 00:01:11,2016-01-03 00:08:06,11,0,2.2,N,None,None,None,None,-74.003486633300781,40.741569519042969,1,1,0.5,None,None,0.3,7.5,0.5,-74.002357482910156,40.726341247558594,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.40,2016-01-03 00:01:11,2016-01-03 00:07:04,10.75,0,2.45,N,None,2016-01-01 20:00:00,New York,10013,-73.977943420410156,40.783676147460938,1,2,0.5,-74.0050159,40.7208412,0.3,7,0.5,-73.955589294433594,40.773441314697266,New York,0,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.89,2016-01-03 00:01:11,2016-01-03 00:11:15,10.3,0,0,N,None,None,None,None,-73.992568969726563,40.739616394042969,2,1,0.5,None,None,0.3,9,0.5,-73.995315551757812,40.721817016601563,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2.15,2016-01-03 00:01:12,2016-01-03 00:18:49,17.16,0,2.86,N,None,None,None,None,-73.977760314941406,40.752281188964844,1,1,0.5,None,None,0.3,13,0.5,-73.956825256347656,40.768070220947266,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2.50,2016-01-03 00:01:13,2016-01-03 00:22:09,15.8,0,0,N,None,None,None,None,-73.994255065917969,40.73199462890625,2,1,0.5,None,None,0.3,14.5,0.5,-73.9786376953125,40.751388549804688,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.89,2016-01-03 00:01:13,2016-01-03 00:09:57,10.8,0,1,N,None,None,None,None,-73.985160827636719,40.744529724121094,1,5,0.5,None,None,0.3,8.5,0.5,-73.965461730957031,40.762851715087891,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
.60,2016-01-03 00:01:14,2016-01-03 00:05:54,6.3,0,0,N,2016-12-31 00:00:00,2016-01-01 00:00:00,New York,10022,-73.982292175292969,40.751331329345703,1,1,0.5,-73.968,40.759,0.3,5,0.5,-73.991340637207031,40.750339508056641,New York,2,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
24.00,2016-01-03 00:01:14,2016-01-03 00:38:19,185.75,14.5,30.95,N,None,None,None,None,-73.992301940917969,40.749290466308594,1,1,0,None,None,0.3,140,0,-74.320327758789063,40.720523834228516,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,5,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2.34,2016-01-03 00:01:14,2016-01-03 00:09:01,10.8,0,0,N,None,None,None,None,-73.934318542480469,40.751483917236328,2,1,0.5,None,None,0.3,9.5,0.5,-73.972511291503906,40.764915466308594,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13.64,2016-01-03 00:01:14,2016-01-03 00:31:34,40.3,0,0,N,None | 2016-12-31 00:00:00,2016-01-01 00:00:00 | 2016-01-01 00:00:00,New York | New York,10019 | 10022,-73.78192138671875,40.644760131835938,2,1,0.5,-73.9803996 | -73.968,40.7656668 | 40.759,0.3,39,0.5,-73.979248046875,40.661869049072266,New York | New York,1 | 2,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3.44,2016-01-03 00:01:15,2016-01-03 00:34:37,22.8,0,0,N,None,None,None,None,-73.95953369140625,40.782745361328125,2,5,0.5,None,None,0.3,21.5,0.5,-73.993759155273438,40.745582580566406,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,0,None,000,30,-1.0,10.00,29.79,29.94,CLR:00,54,8,None,0.00,None,20,-6.7,35,1.7,29.96,39.6,2016-01-03 00:51,None,None,None,2141,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
